,Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Week_of_Year,Log_Weekly_Sales
913,7,0,17.46,3.101,191.9647167,8.818,2011,8,13.211640558852547
914,7,0,21.84,3.232,192.0116004,8.818,2011,9,13.220178399288944
915,7,0,20.7,3.372,192.058484,8.818,2011,10,13.233841834236658
916,7,0,27.69,3.406,192.1237981,8.818,2011,11,13.361404986230992
917,7,0,25.69,3.414,192.1964844,8.818,2011,12,13.234016695781866
918,7,0,24.83,3.461,192.2691707,8.595,2011,13,13.148831330218407
919,7,0,30.64,3.532,192.3418571,8.595,2011,14,13.123469085883341
920,7,0,27.79,3.611,192.4225954,8.595,2011,15,12.956028092524509
921,7,0,31.84,3.636,192.5234638,8.595,2011,16,13.053218830129472
922,7,0,26.79,3.663,192.6243322,8.595,2011,17,12.924962448203107
923,7,0,26.54,3.735,192.7252006,8.595,2011,18,12.916601559700172
924,7,0,36.61,3.767,192.826069,8.595,2011,19,12.933850815827826
925,7,0,36.16,3.828,192.831317,8.595,2011,20,12.959072338141805
926,7,0,37.51,3.795,192.8365651,8.595,2011,21,13.032915295878247
927,7,0,45.77,3.763,192.8418131,8.595,2011,22,13.203567939094782
928,7,0,53.3,3.735,192.8470612,8.595,2011,23,13.339248908090582
929,7,0,48.79,3.697,192.9034759,8.595,2011,24,13.322839717617086
930,7,0,46.85,3.661,192.9982655,8.595,2011,25,13.369293718492342
931,7,0,58.54,3.597,193.0930552,8.622,2011,26,13.465023870069034
932,7,0,59.08,3.54,193.1878448,8.622,2011,27,13.543432690841284
933,7,0,54.37,3.532,193.3125484,8.622,2011,28,13.373509896033642
934,7,0,56.22,3.545,193.5120367,8.622,2011,29,13.441609463617548
935,7,0,56.66,3.547,193.711525,8.622,2011,30,13.389919708964355
936,7,0,55.91,3.554,193.9110133,8.622,2011,31,13.452233640305563
937,7,0,54.56,3.542,194.1105017,8.622,2011,32,13.416034668625413
938,7,0,56.06,3.499,194.2500634,8.622,2011,33,13.37724930251312
939,7,0,57.6,3.485,194.3796374,8.622,2011,34,13.353467907865673
940,7,0,53.4,3.511,194.5092113,8.622,2011,35,13.291863489639903
941,7,1,45.61,3.566,194.6387853,8.622,2011,36,13.326342425138106
942,7,0,43.67,3.596,194.7419707,8.622,2011,37,13.233873356295554
943,7,0,43.67,3.581,194.8099713,8.622,2011,38,13.192161436640603
944,7,0,47.34,3.538,194.8779718,8.622,2011,39,13.099874916885064
945,7,0,40.65,3.498,194.9459724,8.513,2011,40,13.172804292619947
946,7,0,32.65,3.491,195.0261012,8.513,2011,41,13.126276092740389
947,7,0,37.49,3.548,195.1789994,8.513,2011,42,13.233354386044548
948,7,0,28.82,3.55,195.3318977,8.513,2011,43,13.175601766867345
949,7,0,23.41,3.527,195.4847959,8.513,2011,44,13.243761222867372
950,7,0,19.53,3.505,195.6376941,8.513,2011,45,13.228553410917067
951,7,0,29.53,3.479,195.7184713,8.513,2011,46,13.199005034209378
952,7,1,27.6,3.424,195.7704,8.513,2011,47,13.763245075365397
953,7,0,20.38,3.378,195.8223287,8.513,2011,48,13.291107983100492
954,7,0,11.17,3.331,195.8742575,8.513,2011,49,13.390627816940082
955,7,0,15.2,3.266,195.9841685,8.513,2011,50,13.487344197851746
956,7,0,12.19,3.173,196.1713893,8.513,2011,51,13.873511760446972
957,7,1,15.56,3.119,196.3586101,8.513,2011,52,13.612067324791273
958,7,0,18.67,3.095,196.5458309,8.256,2012,1,13.47740310911198
959,7,0,7.46,3.077,196.7330517,8.256,2012,2,13.294426596916004
960,7,0,27.41,3.055,196.7796652,8.256,2012,3,13.267335808531985
961,7,0,26.9,3.038,196.8262786,8.256,2012,4,13.201246606989022
962,7,0,22.2,3.031,196.8728921,8.256,2012,5,13.271566386239995
963,7,1,18.79,3.103,196.9195056,8.256,2012,6,13.241854766327286
964,7,0,27.03,3.113,196.9432711,8.256,2012,7,13.338940102233218
965,7,0,24.41,3.129,196.9499007,8.256,2012,8,13.309742357181321
966,7,0,21.64,3.191,196.9565303,8.256,2012,9,13.21959739635191
967,7,0,30.1,3.286,196.9631599,8.256,2012,10,13.26934700660086
968,7,0,37.29,3.486,197.0457208,8.256,2012,11,13.413848304828457
969,7,0,35.06,3.664,197.2295234,8.256,2012,12,13.330999466537778
970,7,0,44.99,3.75,197.4133259,8.256,2012,13,13.27649668565213
971,7,0,44.29,3.854,197.5971285,8.09,2012,14,13.339773693086734
972,7,0,41.43,3.901,197.780931,8.09,2012,15,13.156612579975768
973,7,0,39.3,3.936,197.7227385,8.09,2012,16,13.03318469350087
974,7,0,51.49,3.927,197.664546,8.09,2012,17,13.055857589131744
975,7,0,45.38,3.903,197.6063534,8.09,2012,18,13.050222463169181
976,7,0,48.54,3.87,197.5481609,8.09,2012,19,13.039847502305221
977,7,0,49.41,3.837,197.5553137,8.09,2012,20,13.057140462122504
978,7,0,50.6,3.804,197.5886046,8.09,2012,21,13.185790224611344
979,7,0,55.06,3.764,197.6218954,8.09,2012,22,13.302175153999825
980,7,0,63.07,3.741,197.6551863,8.09,2012,23,13.373845180566168
981,7,0,59.33,3.723,197.692292,8.09,2012,24,13.410459893962285
982,7,0,63.69,3.735,197.7389345,8.09,2012,25,13.440592617872177
983,7,0,68.84,3.693,197.785577,8.09,2012,26,13.46501137611742
984,7,0,64.67,3.646,197.8322195,7.872,2012,27,13.599396752486365
985,7,0,64.21,3.613,197.8788621,7.872,2012,28,13.45044607721369
986,7,0,62.87,3.585,197.9290378,7.872,2012,29,13.439138158055806
987,7,0,64.6,3.57,197.9792136,7.872,2012,30,13.439166874908796
988,7,0,61.83,3.528,198.0293893,7.872,2012,31,13.431252693158369
989,7,0,63.41,3.509,198.0795651,7.872,2012,32,13.423840804863092
990,7,0,59.66,3.545,198.1001057,7.872,2012,33,13.373046450867163
991,7,0,59.27,3.558,198.0984199,7.872,2012,34,13.319738344278012
992,7,0,60.46,3.556,198.0967341,7.872,2012,35,13.28187365745197
993,7,1,57.84,3.596,198.0950484,7.872,2012,36,13.301141246079085
994,7,0,53.66,3.659,198.1267184,7.872,2012,37,13.201398562312601
995,7,0,51.77,3.765,198.358523,7.872,2012,38,13.182222058904534
996,7,0,50.64,3.789,198.5903276,7.872,2012,39,13.172194447262466
997,7,0,48.43,3.779,198.8221322,7.557,2012,40,13.133959007475474
998,7,0,41.43,3.76,199.0539368,7.557,2012,41,13.129269336281942
999,7,0,43.01,3.75,199.1481963,7.557,2012,42,13.154686956068531
1000,7,0,42.53,3.686,199.2195317,7.557,2012,43,13.113411993037937
1001,8,0,34.14,2.572,214.4714512,6.299,2010,5,13.819640109616712
1002,8,1,33.34,2.548,214.6214189,6.299,2010,6,13.810299403453712
1003,8,0,39.1,2.514,214.6664878,6.299,2010,7,13.778806500175646
1004,8,0,37.91,2.561,214.6940735,6.299,2010,8,13.650155976508886
1005,8,0,45.64,2.625,214.7216592,6.299,2010,9,13.689385896232542
1006,8,0,49.76,2.667,214.7492449,6.299,2010,10,13.665079637911164
1007,8,0,47.26,2.72,214.5764954,6.299,2010,11,13.641052403426823
1008,8,0,46.51,2.732,214.3703567,6.299,2010,12,13.557439221680529
1009,8,0,60.18,2.719,214.164218,6.29,2010,13,13.726134835383867
1010,8,0,59.25,2.77,213.9580793,6.29,2010,14,13.727809765200375
1011,8,0,62.66,2.808,213.8186357,6.29,2010,15,13.690987745954644
1012,8,0,56.1,2.795,213.768119,6.29,2010,16,13.653510623177207
1013,8,0,61.01,2.78,213.7176024,6.29,2010,17,13.565347289701498
1014,8,0,62.68,2.835,213.6670857,6.29,2010,18,13.728668577535327
1015,8,0,61.35,2.854,213.6655355,6.29,2010,19,13.680078892392803
1016,8,0,66.03,2.826,213.9577839,6.29,2010,20,13.61502610182517
1017,8,0,74.71,2.759,214.2500323,6.29,2010,21,13.67399602469851
1018,8,0,75.71,2.705,214.5422806,6.29,2010,22,13.772839365146927
1019,8,0,82.21,2.668,214.834529,6.29,2010,23,13.726501033279234
1020,8,0,78.79,2.637,214.8324452,6.29,2010,24,13.676160624701703
1021,8,0,81.78,2.653,214.7126286,6.29,2010,25,13.610845362878404
1022,8,0,74.78,2.669,214.5928119,6.315,2010,26,13.655734627707862
1023,8,0,72.49,2.642,214.4729952,6.315,2010,27,13.647435953657121
1024,8,0,77.49,2.623,214.4640599,6.315,2010,28,13.651380413509463
1025,8,0,78.29,2.608,214.6029664,6.315,2010,29,13.574097225944053
1026,8,0,76.02,2.64,214.7418728,6.315,2010,30,13.576359682819568
1027,8,0,80.37,2.627,214.8807793,6.315,2010,31,13.702790549775763
1028,8,0,80.11,2.692,215.0196857,6.315,2010,32,13.673855065454086
1029,8,0,79.36,2.664,214.9779825,6.315,2010,33,13.677026854293826
1030,8,0,74.92,2.619,214.9362793,6.315,2010,34,13.69764752160792
1031,8,0,76.14,2.577,214.894576,6.315,2010,35,13.709079992229235
1032,8,1,74.34,2.565,214.8528728,6.315,2010,36,13.630897818414562
1033,8,0,75.32,2.582,214.8785562,6.315,2010,37,13.637231439495588
1034,8,0,72.21,2.624,214.9547795,6.315,2010,38,13.558973188125055
1035,8,0,68.7,2.603,215.0310029,6.433,2010,39,13.5974869896391
1036,8,0,62.94,2.633,215.1072262,6.433,2010,40,13.6766516966886
1037,8,0,62.59,2.72,215.1757,6.433,2010,41,13.625013222387858
1038,8,0,62.86,2.725,215.2248,6.433,2010,42,13.636886325634565
1039,8,0,57.93,2.716,215.2739,6.433,2010,43,13.630093527130182
1040,8,0,55.76,2.689,215.323,6.433,2010,44,13.73999719563533
1041,8,0,54.89,2.728,215.3721,6.433,2010,45,13.722890733905276
1042,8,0,43.86,2.771,215.2538714,6.433,2010,46,13.69403086809321
1043,8,1,51.07,2.735,215.1077548,6.433,2010,47,14.047965947229525
1044,8,0,42.85,2.708,214.9616381,6.433,2010,48,13.767126637766586
1045,8,0,42.47,2.843,214.8155214,6.433,2010,49,13.882292775755925
1046,8,0,45.03,2.869,214.7510843,6.433,2010,50,14.0148371641794
1047,8,0,45.67,2.886,214.7479069,6.433,2010,51,14.228707094737716
1048,8,1,41.47,2.943,214.7447295,6.433,2010,52,13.558794051842588
1049,8,0,35.77,2.976,214.7415521,6.262,2011,1,13.679766696778055
1050,8,0,31.62,2.983,214.7930991,6.262,2011,2,13.604354444359727
1051,8,0,42.06,3.016,215.1729926,6.262,2011,3,13.620309491217757
1052,8,0,39.26,3.01,215.5528862,6.262,2011,4,13.569939453749084
1053,8,0,24.48,2.989,215.9327797,6.262,2011,5,13.758512368934705
1054,8,1,28.26,3.022,216.3126733,6.262,2011,6,13.811651511413206
1055,8,0,50.64,3.045,216.6310383,6.262,2011,7,13.878588300183651
1056,8,0,51.29,3.065,216.9247918,6.262,2011,8,13.729209637631445
1057,8,0,53.18,3.288,217.2185454,6.262,2011,9,13.748587788764878
1058,8,0,49.14,3.459,217.512299,6.262,2011,10,13.71058138259918
1059,8,0,56.68,3.488,217.7705442,6.262,2011,11,13.708248390868514
1060,8,0,59.74,3.473,218.0145862,6.262,2011,12,13.626731427851784
1061,8,0,49.86,3.524,218.2586281,6.297,2011,13,13.686270857127612
1062,8,0,65.62,3.622,218.50267,6.297,2011,14,13.764034962750411
1063,8,0,63.55,3.743,218.7262524,6.297,2011,15,13.719307693835832
1064,8,0,65.11,3.807,218.8986857,6.297,2011,16,13.750944441779296
1065,8,0,62.29,3.81,219.071119,6.297,2011,17,13.658875192193245
1066,8,0,58.92,3.906,219.2435524,6.297,2011,18,13.755185377560784
1067,8,0,72.96,3.899,219.4159857,6.297,2011,19,13.705432722115672
1068,8,0,65.54,3.907,219.1746922,6.297,2011,20,13.636444763419881
1069,8,0,73.14,3.786,218.9333986,6.297,2011,21,13.66228992384373
1070,8,0,82.05,3.699,218.6921051,6.297,2011,22,13.742104204234156
1071,8,0,82.21,3.648,218.4508115,6.297,2011,23,13.707157134689933
1072,8,0,84.73,3.637,218.4021448,6.297,2011,24,13.734354091124528
1073,8,0,83.94,3.594,218.4979481,6.297,2011,25,13.670348637917975
1074,8,0,87.26,3.524,218.5937514,6.425,2011,26,13.691855207719314
1075,8,0,83.57,3.48,218.6895548,6.425,2011,27,13.666971244929094
1076,8,0,84.26,3.575,218.7746217,6.425,2011,28,13.652905001185053
1077,8,0,85.46,3.651,218.8328475,6.425,2011,29,13.62906461155648
1078,8,0,86.46,3.682,218.8910733,6.425,2011,30,13.601182027440998
1079,8,0,85.15,3.684,218.9492991,6.425,2011,31,13.701663880922714
1080,8,0,86.05,3.638,219.0075249,6.425,2011,32,13.66095641342274
1081,8,0,82.92,3.554,219.0701968,6.425,2011,33,13.704654413407537
1082,8,0,84.69,3.523,219.1336097,6.425,2011,34,13.723991385203576
1083,8,0,84.77,3.533,219.1970226,6.425,2011,35,13.700535234492463
1084,8,1,69.01,3.546,219.2604355,6.425,2011,36,13.651059280330873
1085,8,0,69.09,3.526,219.4442443,6.425,2011,37,13.67736604983683
1086,8,0,68.72,3.467,219.788581,6.425,2011,38,13.600391337916593
1087,8,0,72.2,3.355,220.1329176,6.425,2011,39,13.603616456154343
1088,8,0,67.61,3.285,220.4772543,6.123,2011,40,13.742915725053123
1089,8,0,61.74,3.274,220.7960935,6.123,2011,41,13.668389250772663
1090,8,0,59.97,3.353,220.9619484,6.123,2011,42,13.71677856944433
1091,8,0,56.86,3.372,221.1278032,6.123,2011,43,13.683935319393678
1092,8,0,49.68,3.332,221.2936581,6.123,2011,44,13.761915722324558
1093,8,0,50.56,3.297,221.4595129,6.123,2011,45,13.728960325540234
1094,8,0,51.72,3.308,221.6911738,6.123,2011,46,13.706848141471236
1095,8,1,49.61,3.236,221.9491571,6.123,2011,47,14.026715009013776
1096,8,0,40.82,3.172,222.2071405,6.123,2011,48,13.802022461190383
1097,8,0,30.51,3.158,222.4651238,6.123,2011,49,13.866131378792156
1098,8,0,39.79,3.159,222.6910959,6.123,2011,50,13.927199453121412
1099,8,0,38.16,3.112,222.8743862,6.123,2011,51,14.195490356881118
1100,8,1,36.33,3.129,223.0576765,6.123,2011,52,13.663027243976362
1101,8,0,43.47,3.157,223.2409668,5.825,2012,1,13.67867569201809
1102,8,0,36.46,3.261,223.4242571,5.825,2012,2,13.614205256738028
1103,8,0,46.81,3.268,223.5188055,5.825,2012,3,13.609661368327451
1104,8,0,45.52,3.29,223.6133539,5.825,2012,4,13.56471253489467
1105,8,0,45.56,3.36,223.7079023,5.825,2012,5,13.740368486698937
1106,8,1,35.71,3.409,223.8024507,5.825,2012,6,13.836686183443392
1107,8,0,37.51,3.51,223.9658621,5.825,2012,7,13.907391127007527
1108,8,0,46.33,3.555,224.1809207,5.825,2012,8,13.741367166721766
1109,8,0,50.95,3.63,224.3959793,5.825,2012,9,13.766599591998599
1110,8,0,49.59,3.669,224.6110379,5.825,2012,10,13.774809972740279
1111,8,0,56.63,3.734,224.7657327,5.825,2012,11,13.733410073686638
1112,8,0,52.9,3.787,224.8399424,5.825,2012,12,13.681092200674293
1113,8,0,66.69,3.845,224.9141521,5.825,2012,13,13.716724262464243
1114,8,0,62.18,3.891,224.9883618,5.679,2012,14,13.861265253088849
1115,8,0,65.19,3.891,225.0625714,5.679,2012,15,13.72118938393247
1116,8,0,63.59,3.877,225.1179914,5.679,2012,16,13.678876597349342
1117,8,0,70.34,3.814,225.1734114,5.679,2012,17,13.687051138254377
1118,8,0,73.96,3.749,225.2288314,5.679,2012,18,13.750687292290825
1119,8,0,64.96,3.688,225.2842514,5.679,2012,19,13.732270123842198
1120,8,0,64.16,3.63,225.3002908,5.679,2012,20,13.725501612752726
1121,8,0,76.11,3.561,225.3005779,5.679,2012,21,13.704756009522358
1122,8,0,78.31,3.501,225.300865,5.679,2012,22,13.733391412652121
1123,8,0,74.28,3.452,225.3011521,5.679,2012,23,13.741671318929342
1124,8,0,77.14,3.393,225.3134743,5.679,2012,24,13.728775179247252
1125,8,0,78.85,3.346,225.3558843,5.679,2012,25,13.709539467054421
1126,8,0,84.47,3.286,225.3982943,5.679,2012,26,13.685742611825571
1127,8,0,81.24,3.227,225.4407043,5.401,2012,27,13.749591350784911
1128,8,0,78.46,3.256,225.4831143,5.401,2012,28,13.699526040254451
1129,8,0,79.94,3.311,225.4930078,5.401,2012,29,13.697666974224893
1130,8,0,81.71,3.407,225.5029014,5.401,2012,30,13.639046039186555
1131,8,0,85.06,3.417,225.5127949,5.401,2012,31,13.706897792804956
1132,8,0,83.74,3.494,225.5226885,5.401,2012,32,13.743742435456817
1133,8,0,81.21,3.571,225.6050797,5.401,2012,33,13.706380937033737
1134,8,0,73.77,3.62,225.7418442,5.401,2012,34,13.749770942468242
1135,8,0,75.33,3.638,225.8786088,5.401,2012,35,13.791359996687541
1136,8,1,80.87,3.73,226.0153733,5.401,2012,36,13.745261222456898
1137,8,0,67.21,3.717,226.1615981,5.401,2012,37,13.69172622801059
1138,8,0,66.96,3.721,226.3645848,5.401,2012,38,13.662123278339585
1139,8,0,71.1,3.666,226.5675714,5.401,2012,39,13.693032604659562
1140,8,0,61.41,3.617,226.7705581,5.124,2012,40,13.791665531571216
1141,8,0,55.03,3.601,226.9735448,5.124,2012,41,13.740262078756489
1142,8,0,62.99,3.594,227.0184166,5.124,2012,42,13.710495260489571
1143,8,0,64.74,3.506,227.0369359,5.124,2012,43,13.700854124389528
1144,9,0,38.01,2.572,214.6554591,6.415,2010,5,13.216775972681978
1145,9,1,37.08,2.548,214.8056534,6.415,2010,6,13.222531700931606
1146,9,0,43.06,2.514,214.8506185,6.415,2010,7,13.144768302060227
1147,9,0,43.83,2.561,214.8780453,6.415,2010,8,13.068486263618036
1148,9,0,48.43,2.625,214.9054721,6.415,2010,9,13.136855615785736
1149,9,0,55.76,2.667,214.932899,6.415,2010,10,13.110587918016895
1150,9,0,53.15,2.72,214.7597274,6.415,2010,11,13.09344032962808
1151,9,0,51.8,2.732,214.5531227,6.415,2010,12,13.09179604036249
1152,9,0,65.21,2.719,214.3465181,6.384,2010,13,13.208921404979973
1153,9,0,64.95,2.77,214.1399135,6.384,2010,14,13.179471819995735
1154,9,0,66.09,2.808,214.0001817,6.384,2010,15,13.093480905599785
1155,9,0,61.26,2.795,213.9496138,6.384,2010,16,13.099472509197279
1156,9,0,66.07,2.78,213.8990459,6.384,2010,17,13.105673716596325
1157,9,0,68.58,2.835,213.848478,6.384,2010,18,13.173302868210772
1158,9,0,70.53,2.854,213.8469819,6.384,2010,19,13.107846109953472
1159,9,0,71.5,2.826,214.1399162,6.384,2010,20,13.13483713559636
1160,9,0,77.12,2.759,214.4328505,6.384,2010,21,13.232373222161943
1161,9,0,79.65,2.705,214.7257848,6.384,2010,22,13.281181649909872
1162,9,0,83.75,2.668,215.0187191,6.384,2010,23,13.166794875422012
1163,9,0,82.99,2.637,215.0166484,6.384,2010,24,13.148177058923013
1164,9,0,85.02,2.653,214.8965756,6.384,2010,25,13.140722374933018
1165,9,0,78.55,2.669,214.7765028,6.442,2010,26,13.178428992134554
1166,9,0,78.51,2.642,214.6564301,6.442,2010,27,13.092708279526509
1167,9,0,82.93,2.623,214.6474453,6.442,2010,28,13.069029075260978
1168,9,0,84.49,2.608,214.7865779,6.442,2010,29,13.04478554609224
1169,9,0,79.83,2.64,214.9257105,6.442,2010,30,13.057667382535087
1170,9,0,87.09,2.627,215.064843,6.442,2010,31,13.166985725424638
1171,9,0,86.85,2.692,215.2039756,6.442,2010,32,13.085489786004478
1172,9,0,86.3,2.664,215.1619646,6.442,2010,33,13.12101522906059
1173,9,0,84.01,2.619,215.1199536,6.442,2010,34,13.135853297898604
1174,9,0,82.47,2.577,215.0779426,6.442,2010,35,13.144222829162558
1175,9,1,77.7,2.565,215.0359315,6.442,2010,36,13.091566380916575
1176,9,0,81.19,2.582,215.0615285,6.442,2010,37,13.046452898634259
1177,9,0,77.15,2.624,215.1378313,6.442,2010,38,13.023440363166051
1178,9,0,69.08,2.603,215.2141341,6.56,2010,39,13.113712445766222
1179,9,0,65.35,2.633,215.290437,6.56,2010,40,13.132452728296734
1180,9,0,67.36,2.72,215.3589917,6.56,2010,41,13.027548570882397
1181,9,0,69.99,2.725,215.4081762,6.56,2010,42,13.052635435819537
1182,9,0,64.43,2.716,215.4573607,6.56,2010,43,13.139815420711873
1183,9,0,58.69,2.689,215.5065452,6.56,2010,44,13.157481397548796
1184,9,0,61.59,2.728,215.5557297,6.56,2010,45,13.163212917145211
1185,9,0,49.96,2.771,215.4372854,6.56,2010,46,13.161246148846358
1186,9,1,60.18,2.735,215.2909028,6.56,2010,47,13.551638145813566
1187,9,0,49.89,2.708,215.1445203,6.56,2010,48,13.267615992323798
1188,9,0,46.1,2.843,214.9981378,6.56,2010,49,13.334442454558152
1189,9,0,49.7,2.869,214.9334937,6.56,2010,50,13.437530550065002
1190,9,0,50.93,2.886,214.9301534,6.56,2010,51,13.680090010581502
1191,9,1,45.92,2.943,214.9268131,6.56,2010,52,13.038485667166507
1192,9,0,41.82,2.976,214.9234729,6.416,2011,1,13.10416433487855
1193,9,0,36.43,2.983,214.9749587,6.416,2011,2,13.03481590765174
1194,9,0,44.72,3.016,215.3554013,6.416,2011,3,13.025902453748197
1195,9,0,43.9,3.01,215.7358438,6.416,2011,4,13.046696455334784
1196,9,0,31.82,2.989,216.1162864,6.416,2011,5,13.20783124379412
1197,9,1,34.13,3.022,216.496729,6.416,2011,6,13.22722780603133
1198,9,0,58.5,3.045,216.8154856,6.416,2011,7,13.322830241185123
1199,9,0,59.01,3.065,217.1095679,6.416,2011,8,13.148242018092553
1200,9,0,60.67,3.288,217.4036503,6.416,2011,9,13.203052977336405
1201,9,0,54.75,3.459,217.6977326,6.416,2011,10,13.157314411513951
1202,9,0,63.82,3.488,217.9563371,6.416,2011,11,13.152363072729495
1203,9,0,68.79,3.473,218.2007506,6.416,2011,12,13.117329528821134
1204,9,0,56.12,3.524,218.445164,6.38,2011,13,13.163434569672246
1205,9,0,71.4,3.622,218.6895775,6.38,2011,14,13.238593065017852
1206,9,0,71.9,3.743,218.9134935,6.38,2011,15,13.177649123340208
1207,9,0,72.35,3.807,219.0861659,6.38,2011,16,13.216769712500424
1208,9,0,70.85,3.81,219.2588382,6.38,2011,17,13.184825744825513
1209,9,0,62.2,3.906,219.4315106,6.38,2011,18,13.20900353550075
1210,9,0,77.66,3.899,219.6041829,6.38,2011,19,13.19770644365808
1211,9,0,70.49,3.907,219.3622809,6.38,2011,20,13.15824756901656
1212,9,0,80.42,3.786,219.1203788,6.38,2011,21,13.224622159656741
1213,9,0,85.8,3.699,218.8784768,6.38,2011,22,13.282789110694669
1214,9,0,85.81,3.648,218.6365747,6.38,2011,23,13.217814129146138
1215,9,0,89.15,3.637,218.5877333,6.38,2011,24,13.233318068444103
1216,9,0,86.74,3.594,218.6836874,6.38,2011,25,13.197001222007989
1217,9,0,89.14,3.524,218.7796415,6.404,2011,26,13.19387446485561
1218,9,0,89.04,3.48,218.8755955,6.404,2011,27,13.191859831405653
1219,9,0,90.45,3.575,218.9607242,6.404,2011,28,13.147709512987388
1220,9,0,89.08,3.651,219.0187895,6.404,2011,29,13.10511739670024
1221,9,0,91.1,3.682,219.0768548,6.404,2011,30,13.063570409585056
1222,9,0,91.52,3.684,219.1349201,6.404,2011,31,13.226508360601812
1223,9,0,91.63,3.638,219.1929854,6.404,2011,32,13.162133535738803
1224,9,0,85.8,3.554,219.2556109,6.404,2011,33,13.200842598854633
1225,9,0,88.95,3.523,219.3189965,6.404,2011,34,13.204246599522325
1226,9,0,89.33,3.533,219.382382,6.404,2011,35,13.20788825510113
1227,9,1,75.65,3.546,219.4457675,6.404,2011,36,13.1783388273739
1228,9,0,77.95,3.526,219.6297841,6.404,2011,37,13.12291328617678
1229,9,0,74.42,3.467,219.9746423,6.404,2011,38,13.135762763323847
1230,9,0,78.45,3.355,220.3195004,6.404,2011,39,13.139354290829354
1231,9,0,72.62,3.285,220.6643585,6.054,2011,40,13.224627468082508
1232,9,0,67.27,3.274,220.9836849,6.054,2011,41,13.179719907173576
1233,9,0,65.46,3.353,221.1498206,6.054,2011,42,13.230457331812227
1234,9,0,63.96,3.372,221.3159563,6.054,2011,43,13.21499449900757
1235,9,0,54.46,3.332,221.4820921,6.054,2011,44,13.301105318344607
1236,9,0,58.28,3.297,221.6482278,6.054,2011,45,13.29560234541471
1237,9,0,58.8,3.308,221.8803923,6.054,2011,46,13.203787167866912
1238,9,1,54.32,3.236,222.1389683,6.054,2011,47,13.610642119851171
1239,9,0,46.84,3.172,222.3975443,6.054,2011,48,13.32630977280756
1240,9,0,37.65,3.158,222.6561203,6.054,2011,49,13.353996042018085
1241,9,0,47.31,3.159,222.8825484,6.054,2011,50,13.466745632891024
1242,9,0,44.43,3.112,223.0661125,6.054,2011,51,13.716050025348634
1243,9,1,43.41,3.129,223.2496766,6.054,2011,52,13.217290502034205
1244,9,0,47.54,3.157,223.4332408,5.667,2012,1,13.160788909100003
1245,9,0,42.44,3.261,223.6168049,5.667,2012,2,13.070997659341616
1246,9,0,51.56,3.268,223.7114288,5.667,2012,3,13.081814345626354
1247,9,0,49.38,3.29,223.8060527,5.667,2012,4,13.086637148223613
1248,9,0,54.43,3.36,223.9006766,5.667,2012,5,13.217616991972507
1249,9,1,44.03,3.409,223.9953006,5.667,2012,6,13.32078319244383
1250,9,0,43.81,3.51,224.1588663,5.667,2012,7,13.398427294706892
1251,9,0,53.67,3.555,224.3741384,5.667,2012,8,13.242064199598639
1252,9,0,57.2,3.63,224.5894104,5.667,2012,9,13.336666817823057
1253,9,0,54.03,3.669,224.8046825,5.667,2012,10,13.262050447411404
1254,9,0,59.94,3.734,224.9594902,5.667,2012,11,13.218354361772262
1255,9,0,58.79,3.787,225.0336786,5.667,2012,12,13.219113102384307
1256,9,0,67.87,3.845,225.107867,5.667,2012,13,13.262101615150709
1257,9,0,68.83,3.891,225.1820555,5.539,2012,14,13.426735871613712
1258,9,0,69.19,3.891,225.2562439,5.539,2012,15,13.268264454063713
1259,9,0,68.04,3.877,225.3117488,5.539,2012,16,13.20453310751478
1260,9,0,73.07,3.814,225.3672537,5.539,2012,17,13.218429616778119
1261,9,0,78.98,3.749,225.4227585,5.539,2012,18,13.281569963143466
1262,9,0,70.94,3.688,225.4782634,5.539,2012,19,13.29222985741976
1263,9,0,69.52,3.63,225.4942498,5.539,2012,20,13.255958395504708
1264,9,0,79.69,3.561,225.4944288,5.539,2012,21,13.212618986178459
1265,9,0,80.26,3.501,225.4946078,5.539,2012,22,13.277056064604764
1266,9,0,78.91,3.452,225.4947868,5.539,2012,23,13.275129819616607
1267,9,0,82.21,3.393,225.5070634,5.539,2012,24,13.243885369996988
1268,9,0,81.05,3.346,225.5495841,5.539,2012,25,13.239566902954941
1269,9,0,87.18,3.286,225.5921049,5.539,2012,26,13.208122086800081
1270,9,0,84.15,3.227,225.6346256,5.277,2012,27,13.268697346191976
1271,9,0,82.39,3.256,225.6771463,5.277,2012,28,13.192893860826599
1272,9,0,83.39,3.311,225.6871121,5.277,2012,29,13.149964089079905
1273,9,0,86.41,3.407,225.6970779,5.277,2012,30,13.114234426830592
1274,9,0,90.23,3.417,225.7070437,5.277,2012,31,13.187942369564144
1275,9,0,88.66,3.494,225.7170094,5.277,2012,32,13.19694096926945
1276,9,0,86.37,3.571,225.7995323,5.277,2012,33,13.190310713175919
1277,9,0,77.9,3.62,225.9364729,5.277,2012,34,13.258446875635157
1278,9,0,80.71,3.638,226.0734135,5.277,2012,35,13.265389811610023
1279,9,1,87.93,3.73,226.2103541,5.277,2012,36,13.246019426439068
1280,9,0,73.55,3.717,226.3567545,5.277,2012,37,13.16815543268582
1281,9,0,69.92,3.721,226.5599138,5.277,2012,38,13.187697606882034
1282,9,0,76.8,3.666,226.7630732,5.277,2012,39,13.154563465077402
